2	2.4381006369e-07
3	4.8761921789e-07
4	4.8761921789e-07
5	4.8761921789e-07
6	7.3142928159e-07
7	9.7523843579e-07
8	4.8761921789e-07
9	9.7523843579e-07
10	1.7066677174e-06
11	3.4133345252e-06
12	1.7066677174e-06
13	1.9504768716e-06
14	2.6819052437e-06
15	3.4133345252e-06
16	5.6076214605e-06
17	4.6323821152e-06
18	7.0704782047e-06
19	6.3390498326e-06
20	1.0727622794e-05
21	8.5333367679e-06
22	9.5085752037e-06
23	1.2921909729e-05
24	1.2678100575e-05
25	1.4140957319e-05
26	1.5847625036e-05
27	1.8041911062e-05
28	1.9748578779e-05
29	2.2186674869e-05
30	2.6087628612e-05
31	2.8525724701e-05
32	3.0963820791e-05
33	3.9253347495e-05
34	3.7059061469e-05
35	4.0472395995e-05
36	4.5104778110e-05
37	4.9005732762e-05
38	5.2419066378e-05
39	5.6807640249e-05
40	6.0464784838e-05
41	7.0948596658e-05
42	7.2655264375e-05
43	7.6068598901e-05
44	8.6796222604e-05
45	8.4845745732e-05
46	9.2160034001e-05
47	1.0118098908e-04
48	1.0605718217e-04
49	1.2190480629e-04
50	1.2629337925e-04
51	1.3336385837e-04
52	1.3214480987e-04
53	1.4067814664e-04
54	1.5360005546e-04
55	1.5847624854e-04
56	1.6749720453e-04
57	1.8383244787e-04
58	1.8724578240e-04
59	2.0650674196e-04
60	2.1089531492e-04
61	2.2113531850e-04
62	2.2674293996e-04
63	2.3576389594e-04
64	2.4990485326e-04
65	2.6136390443e-04
66	2.7209152813e-04
67	3.0232392055e-04
68	3.2768011988e-04
69	3.1475821015e-04
70	3.3450678893e-04
71	3.5108584325e-04
72	4.2447253600e-04
73	3.7424775564e-04
74	3.8424395007e-04
75	4.0082300347e-04
76	4.1935253466e-04
77	4.3373730205e-04
78	4.4982873624e-04
79	4.7640398316e-04
80	4.8518112908e-04
81	5.0688018473e-04
82	5.3808781558e-04
83	5.8319259460e-04
84	6.1123070009e-04
85	6.5292214367e-04
86	6.7315834167e-04
87	6.2195832288e-04
88	6.5048404667e-04
89	7.0509740090e-04
90	6.8851834749e-04
91	7.1168025988e-04
92	7.4240027152e-04
93	7.6556218482e-04
94	7.7921552293e-04
95	8.0896029613e-04
96	9.4110510599e-04
97	9.4768796589e-04
98	9.4671272655e-04
99	9.3086510242e-04
100	9.6426701930e-04
101	9.9718131696e-04
102	1.0654480093e-03
103	1.0715432491e-03
104	1.2097832996e-03
105	1.2431852165e-03
106	1.2253871146e-03
107	1.1841832902e-03
108	1.2117337765e-03
109	1.3706976442e-03
110	1.3170595294e-03
111	1.3363204889e-03
112	1.3407090619e-03
113	1.4599319620e-03
114	1.5815929592e-03
115	1.6157263053e-03
116	1.6954520488e-03
117	1.6817987098e-03
118	1.7578673096e-03
119	1.9163435582e-03
120	1.8690444931e-03
121	2.9320544054e-03
122	1.9456007121e-03
123	2.0753074259e-03
124	1.9746140561e-03
125	1.8958635501e-03
126	2.2323208159e-03
127	2.1967246130e-03
128	2.1031017213e-03
129	2.1404045920e-03
130	2.2033074720e-03
131	2.3544694332e-03
132	2.3174103717e-03
133	2.4939285313e-03
134	2.5463475986e-03
135	2.6809305045e-03
136	2.4441913702e-03
137	2.7806486360e-03
138	2.5356199749e-03
139	2.8386753238e-03
140	2.6997038449e-03
141	2.6343628679e-03
142	2.7260352826e-03
143	3.0963820845e-03
144	2.8484277082e-03
145	3.0712696944e-03
146	3.0225077726e-03
147	3.0298220609e-03
148	3.4269879197e-03
149	3.2473002348e-03
150	3.3199555000e-03
151	3.2324278491e-03
152	3.3448240802e-03
153	3.4750184141e-03
154	3.5647403520e-03
